"17";"Dnevna varijacija temperature je:";"Smanjena u uslovima oblačnosti";"Veća iznad mora nego iznad zemlje";"Manja je iznad pustinjskih površina nego iznad površina sa niskim rastinjem (stepe,savane,…)";"Povećana u uslovima povećanja brzine vetra";"a";"Meteorologija";""
"18";"Ukoliko je temperatura konstantna sa povećanjem visine, dobijamo:";"Izotermni sloj";"Izohipsu";"Inverziju";"Smanjenje vertikalnog gradijenta temperature";"a";"Meteorologija";""
"19";"Dolina kao sistem raspodele pritiska povezana je sa pojavom na površini zemlje :";"Konvergentne zone vazdušnog strujanja koje nastaju usled povećane oblačnosti i pojave padavina";"Divergentne zone vazdušnog strujanja koje nastaju usled povećane oblačnosti i pojave padavina";"Smirivanje vazdušnog strujanja koje nastaje usled povećane oblačnosti i pojave padavina";"Smirivanje vazdušnog strujanja koje nastaje usled smanjene oblačnosti i pojave";"a";"Meteorologija";""
"20";"Tokom zimskih meseci, nastajanje kojih od navedenih vremenskih prilika je karakteristično za postojanje anticiklona";"Opšte smirivanje vremenskih prilika sa adijabatskim zagrevanjem, vedro nebo, inverzija";"Opšte smirivanje vremenskih prilika zbog uticaja hlađenja zemljine površine na formiranje proširenog oblaka";"Tokom dana, zagrevanje zemljine površine bi trebalo da utiče na formiranje nestabilne atmosfere sa razvojem konvektivnog oblaka.";"Tokom noći, kako se zemljina površina hladi,trebalo bi da dođe do povećanja vertikalnog razvoja oblaka";"a";"Meteorologija";""
"21";"Dnevna varijacija temperature na površini zemlje će :";"Smanjiti se sa povećanjem brzine vetra";"Biti nepromenjena sa promenom brzine vetra";"Povećati se sa povećanjem brzine vetra";"Biti minimalna u mirnoj atmosferi";"a";"Meteorologija";""
"22";"Oblačnost će smanjiti dnevnu varijaciju temperature na površini zemlje zbog:";"Refleksije dolazeće sunčeve radijacije od zemljine površine prema atmosferi i refleksije radijacije zemljine površine od oblaka prema sloju zemljine površine";"Refleksije dolazeće sunčeve radijacije od zemljine površine prema atmosferi i refleksije odlazeće radijacije zemljine površine ka zemlji";"Refleksije dolazeće sunčeve radijacije zagrejane konvekcijom od zemljine površine prema atmosferi zaustavljajući se na sloju oblaka";"Oblaci zaustavljaju sunčeve zrake koji prolaze skroz do zemlje i takođe smanjuju odlaznu kondukciju";"a";"Meteorologija";""
"23";"Oblast sa malim gradijentom pritiska između dva centra niskog ili visokog vazdušnog pritiska naziva se:";"COL";"Dolina";"Greben";"Sedlo";"a";"Meteorologija";""
"24";"Metod po kom energija se transformiše iz jednog oblika u drugi sa kojim je u kontaktu naziva se:";"Kondukcija";"Radijacija";"Konvenkcija";"Latentna toplota";"a";"Meteorologija";""
"25";"Sunce daje _______ količinu energije talasima _________ talasnih dužina. Zemlja daje relativno _____količinu energije talasima relativno_______ talasnih dužina";"Veliku / Kratkih / Malu / Dugih";"Veliku / Dugih / Malu / Kratkih";"Malu / Kratkih / Veliku / Dugih";"Veliku / Dugih / Malu / Kratkih";"a";"Meteorologija";""
"26";"Inverzija je kada se :";"Povećava temperatura sa povećanjem visine";"Ne postoji horizontalni temperaturni gradijent";"Temperatura ne menja sa promenom visine";"Smanjuje temperatura sa povećanjem visine";"a";"Meteorologija";""
"27";"Koje od navedenih tvrđenja najbliže opisuje COL?";"Površina široko razmaknutih izobara između dva centra niskog i visokog vazdušnog pritiska";"Površina između dva centra visokog vazdušnog pritiska gde su izobare veoma blizu.";"Proširenje centra visokog vazdušnog pritiska";"Proširenje centra niskog vazdušnog pritiska";"a";"Meteorologija";""
"28";"Greben kao sistem raspodele vazdušnog pritiska se odnosi na:";"Smirivanje vazdušnog strujanja,divergenciju na površini zemlje prouzrokujući vedro nebo i lošu vidljivost";"Konvergenciju na površini zemlje prouzrokujući povećanu oblačnost i pojavu padavina";"Divergenciju na površini zemlje prouzrokujući poboljšanje vidljivosti na površini zemlje";"Smirivanje vazdušnog strujanja pa divergenciju na površini zemlje prouzrokujući rasturanje oblaka i još više padavina";"a";"Meteorologija";""
"29";"Kada letimo ka polju niskog vazdušnog pritiska(Ciklonu) na konstantnoj indiciranoj visini, stvarna visina će biti:";"Manja od indicirane";"Veća od indicirane";"Ista kao indicirana";"Manja od indicirane na početku a kasnije ima istu vrednost kao indicirana";"a";"Meteorologija";""
"30";"Kada je barometarska skala altimetra (visinomera) podešena na ravan pritiska QFE, altimetar pokazuje";"Nulu na referentnoj tački aerodroma";"Nadmorsku visinu aerodroma na referentnoj tački aerodroma";"Pritisak na referentnoj tački aerodroma";"Odgovarajuću visinu vazduhoplova";"a";"Meteorologija";""
"31";"Visinomer će uvek pokazivati:";"Vertikalno rastojanje u odnosu na ravan pritiska koja je podešena na barometarskoj skali visinomera";"Visinu iznad MSL podešavanjem pritiska na barometarskoj skali visinomera na vrednost 1013 mb";"Visinu iznad referentne tačke PSS ukoliko je na barometarskoj skali visinomera podešena aerodromska ravan pritiska QNH";"Tačan nivo leta sa podešavanjem na visinomeru regionalnog QFE pritiska";"a";"Meteorologija";""
"32";"Avion leti na konstantnoj indiciranoj visini od PSS A (QNH 1009mb) do PSS B (QNH 1019m. Šta će se desiti iznad PSS B ukoliko barometarska skala visinomera nije resetovana";"Indicirana visina će biti manja od stvarne visine";"Indicirana visina će biti ista kao stvarna visina";"Indicirana visina će biti veća od stvarne visine";"Indicirana visina može biti veća ili manja u zavisnosti od nadmorske visine PSS";"a";"Meteorologija";""
"33";"Ravan pritiska koji odgovara najnižem prognoziranom pritisku na MSL je:";"Regionalni QNH";"QFE";"QFF";"QNE";"a";"Meteorologija";""
"34";"Avion leti sa aerodroma A ( QNH 1020 mb) , prema aerodromu B (QNH=999mb).Aerodrom “A” se nalazi 800 ft ispod srednjeg nivoa mora dok je aerodrom “B” 500 ft iznad srednjeg nivoa mora. Ukoliko vrednost na barometarskoj skali visinomera nije resetovana od trenutka poletanja(tj. QNH 1020 mb),visinomer će pokazivati na sletanju: (pretpostaviti 1mb=30ft)";"1,130ft.";"1,430ft.";"130ft.";"-130ft";"a";"Meteorologija";""
"35";"Kada letite iznad Evrope imate pojavu konstantnog zanošenja udesno na konstantnoj indiciranoj visini. Ukoliko podatak na barometarskoj skali visinomera nije podešen, doći će do sledeće situacije:";"Leteće te postepeno ka manjoj stvarnoj visini";"Leteće te postepeno ka većoj stvarnoj visini";"Leteće te postepeno ka manjoj indiciranoj visini";"Leteće te postepeno ka većoj indiciranoj visini";"a";"Meteorologija";""
"36";"Letite na konstantnoj indiciranoj visini u odnosu na QNH podešenim na vrednost od 1015 mb na barometarskoj skali i primećujete da spoljna temperature vazduha konstantno opada. Šta će se dešava sa vašom stvarnom visinom?";"Smanjuje se";"Raste";"Ostaje ista";"Smanjuje se pa se povećava";"a";"Meteorologija";""
"37";"Uređaj koji služi za merenje vlažnosti vazduha naziva se:";"Higrometar";"Hidrometar";"Mokri termometar";"Higroskop";"a";"Meteorologija";""
"38";"U toku procesa kondenzacije , povećana temperatura je rezultat ________ količine ________ toplote";"Veće / oslobođene";"Manje / oslobođene";"Veće / apsorbovane";"Manje / apsorbovane";"a";"Meteorologija";""
"39";"Temperatura mokrog termometra bi trebalo da bude manja od temperature suvog termometra :";"Jer isparavanje prouzrokuje hlađenje mokrog termometra";"Jer kondenzacija prouzrokuje oslobađanje latentne toplote";"Jer se latentna toplota apsorbuje na staklenoj cevi termometra";"Zbog kondenzacije na staklenoj cevi termometra";"a";"Meteorologija";""
"40";"Proces promene stanja iz gasovitog u tečno stanje poznat je kao:";"Kondenzacija pri čemu se oslobađa latentna toplota";"Isparavanje pri čemu se apsorbuje latentna toplota";"Isparavanje pri čemu se oslobađa latentna toplota";"Kondenzacija pri čemu se oslobađa latentna toplota";"a";"Meteorologija";""
"41";"Povratan proces promene stanja iz čvrstog u stanje vodene pare i naziva se :";"Sublimacija";"Insolacija";"Kondenzacija";"Isparavanje";"a";"Meteorologija";""
"42";"Tokom vedre noći, temperatura na površini zemlje će ________ Relativna Vlažnost će se _________ a tačka rose će _______";"Padati / Povećati / Ostati ista";"Padati / Povećati / Povećati";"Porasti / Povećati / Padati";"Padati / Povećati / Ostati ista";"a";"Meteorologija";""
"43";"Koji od navedenih procesa može prouzrokovati zasićenost vazduha?";"Isparavanje";"Topljenje";"Kondenzacija";"Zagrevanje";"a";"Meteorologija";""
"44";"Prilikom dobijanja informacija o ulasku u školski krug pre započinjana procedure prilaza na aerodrom sletanja,pilot ultralakog aviona upozoren je na nizak nivo smicanja vetra. Šta treba pilot da uradi?";"Da odloži sletanje ili čak razmotri mogućnost sletanja na alternativni aerodrom";"Da koristi veću brzinu prilaza od normalne kako bi neutralisao bilo kakav gubitak čeone komponente vetra";"Da razmotri mogućnost procedure neuspelog prilaza";"Da sleti koristeći uobičajenu tehniku sletanja ali sa pažljivim praćenjem brzine";"a";"Meteorologija";""
"45";"Data je atmosferska situacija gde je vlažnost 60% i ELR je manji od DALR, ukoliko je vazduh prisiljen na podizanje biće:";"Stabilan sa tendencijom povratka na prethodni položaj";"Nestabilan i nastaviće da se podiže";"Stabilan i nastaviće da se podiže";"Nestabilan sa tendencijom povratka na prethodni položaj";"a";"Meteorologija";""
"46";"Pilot vazduhoplova približava se planini leteći niz vetar,nekoliko stotina stopa (fita) iznad nivoa grebena,osmatrajući sočivaste oblake. Na koje uslove pilot može naići prilikom nastavka leta?";"Jaka nisponska strujanja pre neposrednog prelaska grebena, sa jakim usponskim strujanjem nakon prelaska grebena na uzvetarnoj strani planine";"Jaka katabatska vazdušna strujanja na vrhu grebena";"Jaka katabatska nisponska strujanja I turbulenciju nakon prelaska preko grebena";"Jaka usponska strujanja pre prelaska vrha grebena i jaka nisponska strujanja nakon prelaska vrha grebena";"a";"Meteorologija";""
"47";"Vazduh je stabilan kada:";"Ne postoji sila uzgona vazduha, vazduh pokušava da se vrati na svoju izvornu poziciju";"Ima vrlo malo pomeranje";"Ima malo promene u pritisku";"Ne postoji sila uzgona vazduha, vazduh nastavlja da";"a";"Meteorologija";""
"48";"Stvarna promena temperature poznata je kao:";"ELR(vertikalni temperaturni gradijent okolnog vazduha)";"DALR(Suvo adijabatski vertikalni temperaturni gradijent)";"Temperaturna kriva";"Tepigram";"a";"Meteorologija";""
"49";"Vazduhoplov leti u blizini nizbrdice, koja se prostire u pravcu sever-jug, preko koje vetar duva u pravcu zapad –istok. Koja od navedenih situacija može dovesti vazduhoplov u polje opasnih nisponskih strujanja?";"Kada leti od istoka ka zapadu u pravcu brda";"Kada leti od zapada ka istoku u pravcu brda";"Kada leti od juga ka zapadu u pravcu brda";"Kada leti od Severa ka jugu u pravcu brda";"a";"Meteorologija";""
"50";"Šta je od sledećih tvrđenja tačno u vezi najnižeg nivoa smicanja vetra";"Može se javiti 15 do 20 milja ispred brzo nadolazeće oluje sa grmljavinom";"Retko se pojavljuje na prostoru gde postoji sloj jake temperaturne inverzije blizu zemljine površine";"Jedino se može naći ispod vrha nakovnja kongestusa";"Jedino se može naći na granicama jakih nisponskih strujanja";"a";"Meteorologija";""
"51";"U uslovima planinskog talasa, na najizraženiju turbulenciju se najverovatnije se može naići prilikom letenja:";"Kroz ili tačno ispod cevastih oblaka( Roll oblaka)";"Na međuvisini između lentikularnih i roll oblaka";"Kroz vrh oblaka";"Kroz lentikularni oblak";"a";"Meteorologija";""
"52";"Koje od sledećih tvrđenja karakteriše nestabilni vazduh?";"Kumulusi sa pljuskovima i dobra vidljivost van zone pljuskova";"Stratusi sa pljuskovima i prilično loša vidljivost";"Stratusi sa lošom vidljivošću i povremenom rosuljom";"Kumulusi sa neprekidnim padavinama i osrednja vidljivost";"a";"Meteorologija";""
"53";"Šta će se desiti ukoliko vazduhoplov leti nisko blizu planinske oblasti na kojoj duva veoma jak vetar: I. Jaka turbulencija ispod ili iznad zone rotora II. Nisponska strujanja koja mogu premašiti stopu penjanja vazduhoplova III. Rizik od zaleđivanja biće veći od normalnog prilikom leta kroz oblake iznad planinskog venca IV. Lentikularne oblake";"I,II,III i IV je ispravno";"Samo I i III je ispravno";"Samo I i II je ispravno";"Samo I, II i III je ispravno";"a";"Meteorologija";""
"54";"Jedan ili više obojenih prstenova oko sunca ili meseca mogu nagovestiti prisustvo kojeg tipa oblaka?";"Altostratuse";"Ciruse";"Stratuse";"Cirokumuluse";"a";"Meteorologija";""
"55";"Ako je data temperatura +21°C i tačka rose +7°C, aproksimativno na kojoj će visini biti baza oblaka kumulusa?";"5600 ft";"560 ft";"56,000 ft";"4000 ft";"a";"Meteorologija";""
"56";"Iz kojeg tipa oblaka najčešće pada grad?";"CB";"NS";"AC";"AS";"a";"Meteorologija";""
"57";"Na osnovu ponuđenih odgovora izaberite Niske, Srednje i Visoke oblake po rastućem nizu";"Stratusi,Altokumulusi,Cirusi";"Nimbostratusi,Kumulonimbusi,Cirusi";"Altostratusi,Altokumulusi,Cirusi";"Cirusi,Kumulonimbusi,Stratusi";"a";"Meteorologija";""
"58";"Upotreba sufiksa “nimbus” ili prefiksa “nimbo” se odnosi na ?";"Ležište kiše";"Tanak, odvojen ili vlaknast";"Umerena hladnoća";"Tamno i opasno";"a";"Meteorologija";""
"59";"Padavina koju prouzrokuje stratus je";"Rosulja";"Jaki pljuskovi";"Jaka kiša";"Slabi pljuskovi";"a";"Meteorologija";""
"60";"Nestabilan vazduh je prisiljen da se podiže sa jedne strane planine. Kakvo vreme se može očekivati na obroncima planine koje su izložene vetru?";"Oblak sa izraženim vertikalnim razvojem";"Gust stratus tip oblaka, najverovatnije nimbostratus";"Bez promena, pošto će vazduh početi da pada zbog adijabatskog zagrevanja nakon prelaska vrha planine";"Oblaci neposredno iznad vrhova planina (Cap clouds) sa mogućim lentikularnim altokumulusima";"a";"Meteorologija";""
"61";"Koju uslovi mora da postoje da bi došlo da razvoja oluje sa grmljavinom:";"Međusobna reakcija velike količine vlage i strmog gradijenta temperature izraženog kroz povećanje vertikalnog gradijenta";"Međusobna reakcija velike količine vlage i veoma stabilne atmosfere";"Međusobna reakcija , stabilne atmosfere, izražene kroz povećanje strmog gradijenta temperature, i velike količine vlage";"Međusobna reakcija strmog gradijenta temperature, izraženog kroz povećanje vertikalnog gradijenta ,i niske relativne vlažnosti";"a";"Meteorologija";""
"62";"Koja od ponuđenih kombinacija parametara vremena dovodi do pojave kumulo tipa oblaka, dobre vidljivosti, kišnih pljuskova i mogućnosti pojave ledenih kristala u oblacima ?";"Nestabilan vlažan vazduh i orografsko podizanje vazduha";"Stabilan, vlažan vazduh i orografsko podizanje vazduha";"Nestabilan vlažan vazduh bez podizanja vazduha";"Stabilan, suv vazduh i orografsko podizanje vazduha";"a";"Meteorologija";""
"63";"Turbulencija, smicanje vetra, zaleđivanje, slabe i jake padavine asociraju na pojavu kumulonimbusa. Koje od sledećih tvrđenja je tačno?";"Navedene rizične situacije se mogu izbeći ukoliko se ne leti blizu oblaka ili kroz oblak";"Rizik postojanja opasnih situacija je veoma mali";"Jake padavine se mogu javiti izvan oblaka , ali pojava turbulencije i zaleđivanja je ograničena na prostor unutar oblaka";"Sve rizične situacije se mogu susresti unutar ili blizu oblaka";"a";"Meteorologija";""
"64";"Tokom _____ ćelije grmljavinske nepogode, oblak sadrži_______.";"Faze zrelosti / uspona i nispona strujanja vazduha";"Početne faze / uspona i nispona strujanja vazduha";"Faze rasturanja / uspona i nispona strujanja vazduha";"Početne faze / samo nispona strujanja";"a";"Meteorologija";""
"65";"Koju fazu grmljavinske nepogode karakterišu pretežno nispona strujanja";"Fazu rasturanja";"Početnu fazu";"Fazu zrelosti";"Kumulus fazu";"a";"Meteorologija";""
"66";"Za razvoj kumulonimbusa, neophodno je da postoji?";"Dubok nivo veoma nestabilnog vlažnog vazduha";"Plitak nivo veoma nestabilnog vlažnog vazduha";"Dubok nivo veoma nestabilnog vlažnog vazduha sa blagim temperaturnim gradijentom";"Plitak nivo veoma nestabilnog vazduha sa strmim temperaturnim gradijentom";"a";"Meteorologija";""
"67";"Koju fazu grmljavinske nepogode karakterišu samo uspona strujanja?";"Početnu fazu";"Fazu zrelosti";"Fazu rasturanja";"Završnu fazu";"a";"Meteorologija";""
"68";"Koji od sledećih uslova najverovatnije prouzrokuje grmljavinske nepogode ?";"Visok sadržaj vlage sa strmim temperaturnim gradijentom";"Visok sadržaj vlage sa blagim temperaturnim gradijentom";"Mali sadržaj vlage sa strmim temperaturnim gradijentom";"Mali sadržaj vlage sa blagim temperaturnim gradijentom";"a";"Meteorologija";""
"69";"Rizične situacije po vazduhoplov koje su prouzrokovane pojavom kumulonimbusa ili grmljavinskim nepogodama mogu se očekivati:";"Kada je vazduhoplov unutar prostora od 10 nm od oblaka";"Samo kada je vazduhoplov unutar oblaka";"Samo kada je vazduhoplov unutar ili na donjoj strani oblaka";"Kada je vazduhoplov unutar prostora od 5 nm od oblaka";"a";"Meteorologija";""
"70";"Rizične situacije faze zrelosti ćelije grmljavinske nepogode uključuju munje, turbulenciju i:";"Zaleđivanje, mikroizlive-pijavice(izlivi na donjoj strani) i smicanje vetra";"Mikroizlivi,smicanje vetra i pojavu oblaka kumuluskongestus";"Zaleđivanje, rosulju i mikroizlivi";"Smicanje vetra,grad i maglu";"a";"Meteorologija";""
"71";"Objavljen vetar na nivou 2000 ft iznad aerodroma je 330/15kt. Koristeći pravilo desnog palca , koja je očekivana vrednost vetra na površini zemlje?";"305/07kt.";"305/30kt";"355/30kt.";"315/30kt.";"a";"Meteorologija";""
"72";"Koriolisova sila na Severnoj hemisferi će prouzrokovati kretanje vazduha koji naizgled skreće:";"Desno i prouzrokuje geostafski vetar koji ima pravac paralelno sa izobarama do visine od oko 2000 ft agl.";"Levo i prouzrokuje vetar koji ima pravac paralelno sa izobarama do visine od oko 2000 ft agl.";"Levo i prouzrokuje vetar koji duva polako po izobarama do visine od oko 2000 ft agl.";"Desno i prouzrokuje površan vetar koji duva po izobarama do visine od oko 2000 ft agl.";"a";"Meteorologija";""
"73";"Vetrovi koji duvaju oko oblasti anticiklona (sistem visokog pritiska) na nižim nivoima u Severnoj Hemisferi prikazani su na kartama niskog vazdušnog pritiska sa smerom duvanja:";"U smeru kazaljke na satu";"U smeru kazaljke na satu ukoliko je topao vazduh i u smeru suprotnom od kazaljke na satu ukoliko je hladan vazduh";"U smeru suprotnom od kazaljke na satu";"U smeru ciklona";"a";"Meteorologija";""
"74";"Prizemni vetrovi na severnoj hemisferi koji duvaju u blizini depresije predstavljeni su na vremenskim kartama u :";"Smeru suprotnom od smera kretanja kazaljke na satu";"Smeru kretanja kazaljke na satu";"Smeru anticiklona";"Smeru kretanja kazaljke na satu ili smeru suprotnom od smera kretanja kazaljke na satu u zavisnosti da li je depresija ciklonska ili anticiklonska";"a";"Meteorologija";""
"75";"Sa kojom pojavom je uslovljeno formiranje advektivne magle?";"Topla vlažna vazdušna masa biva ohlađena do temperature koja je manja od temperature tačke rose pod uticajem umerenog vetra prilikom kretanja iznad mnogo hladnije površine";"Hladna vlažna vazdušna masa biva zagrejana do temperature koja je veće temperature tačke rose pod uticajem umerenog vetra prilikom kretanja iznad mnogo toplije površine";"Topla vlažna vazdušna masa biva ohlađena do temperature koja je manja od temperature tačke rose pod uticajem vrlo laganog vetra prilikom kretanja iznad mnogo hladnije površine";"Pojava topla vlažne vazdušne masa pod uticajem veoma jakog vetra tokom vedre noći";"a";"Meteorologija";""
"76";"Nizak nivo maglovitog sloja značajno smanjuje horizontalnu vidljivost prilikom letenja na visini od 2000 ft. Da bi povećali horizontalnu vidljivost neophodno je da?";"Letimo na većoj visini";"Letimo na manjoj visini";"Letimo na vrhu maglovitog sloja";"Upalimo strob svetla i svetla za sletanje";"a";"Meteorologija";""
"77";"Koji od navedenih uslova su najpogodniji za formiranje radiacione magle?";"Visoka relativna vlažnost vazduha, slabi vetrovi i vedro nebo";"Visoka relativna vlažnost vazduha, umeren vetar i oblačno nebo";"Mala relativna vlažnost vazduha, slabi vetrovi i vedro nebo";"Visoka relativna vlažnost vazduha, slabi vetrovi i oblačno nebo";"a";"Meteorologija";""
"78";"Iznad unutrašnjosti aerodroma objavljeno je postojanje radiacione magle tokom jutra. Kako se brzina vetra povećava do 10 kt može se očekivati:";"Magla se podiže i formira nizak stratus";"Smanjiće se sloj magle";"Doći će do razbijanja magle";"Povećanje maglene smeše, doprinoseći većom razvoju magle";"a";"Meteorologija";""
"79";"Koje su karakteristike prolaza hladnog fronta?";"Temperatura tačke rose pada , temperatura vazduha pada, vetar ima smer u smeru kretanja kazaljke na satu";"Temperatura tačke rose raste, temperatura vazduha pada, vetar ima smer suprotan od smera kretanja kazaljke na satu";"Temperatura tačke rose raste, temperatura vazduha pada ,vetar ima smer u smeru kretanja kazaljke na satu";"Stabilna temperatura tačke rose i vazduha ali oštra promena smera vetra u smeru suprotnom od kazaljke na satu";"a";"Meteorologija";""
"80";"Koja je aproksimativna brzina toplog fronta?";"Približno 2/3 brzine hladnog fronta";"Približno 1/3 brzine hladnog fronta";"Približno 1/2 brzine hladnog fronta";"Ima istu brzinu kao i hladan front";"a";"Meteorologija";""
"81";"Oblačno je, primećeno je da je granularni tip leda prikupljen i isturen ispred napadne ivice aeroprofila. To je najverovatnije jedan od sledećih tipova leda:";"Hrapav-mutan led";"Proziran-gladak led";"Ledena kiša";"Inje";"a";"Meteorologija";""
"82";"Šta će se dogoditi sa pravcem vetra na površini zemlje nakon prolaza toplog fronta?";"Vetar ima smer smeru kretanja kazaljke na satu";"Smer vetra ostaje nepromenjen";"Vetar ima smer u smeru suprotnom od kretanja kazaljke na satu";"Vetar ima smer u smeru kretanja kazaljke na satu pa nakon toga u smeru suprotnom od kretanja kazaljke na satu";"a";"Meteorologija";""
"83";"Na kojem rastojanju ispred tipičnog toplog fronta se može naići na pojavu padavina?";"200 milja ispred položaja površine toplog fronta";"50 milja ispred položaja površine toplog fronta";"500 milja ispred položaja površine toplog fronta";"2 milje ispred položaja površine toplog fronta";"a";"Meteorologija";""
"84";"Nagomilavanje leda na induktivnom sistemu klipnog motora je prouzrokovano:";"Podešavanjem male snage, velikom vlažnosti vazduha i toplim vazduhom";"Podešavanjem velike snage, umerenom vlažnosti vazduha i hladnim vazduha";"Podešavanjem male snage, malom vlažnosti i toplim vazduhom";"Podešavanjem velike snage, visokom vlažnosti i toplim vazduhom";"a";"Meteorologija";""
"85";"Koji od navedenih frontalnih sistema najčešće prouzrokuje grmljavinske nepogode";"Hladan front";"Topli front";"Sistem raspodele vazdušnog pritiska - greben";"Kvazi-stacionarni front";"a";"Meteorologija";""
"86";"Oblici prozirnog - glatkog leda su rezultat:";"Širenja velikih ohlađenih kapljica vode prilikom zamrzavanja";"Izobličenja ledenih zrnaca na vazduhoplovu";"Rasipanja malih ohlađenih kapljica vode na vazduhoplovu";"Zaleđivanja vodene pare na vazduhoplovu";"a";"Meteorologija";""
"87";"Kakve bi trebale da budu promene u vremenu prilikom prolaska karakterisitčnog toplotnog fronta:";"Pad pritiska, 8 osmina oblačnosti sa malom visinom sloja baze oblaka i loša vidljivost";"Pritisak se smanjuje kontantno, ne više od 4 osmine oblačnosti , i dobra vidljivost";"Pritisak prestaje da pada, 4 osmine oblačnosti sa veoma niskom bazom oblaka i vrlo brzo poboljšanje vidljivosti";"Pad pritiska , 8 osmina oblačnosti sa malom visinom sloja baze oblaka i poboljšanje vidljivosti";"a";"Meteorologija";""
"88";"Šta je glavni razlog činjenice da voda može da ostane u tečnom stanju pri temperaturi koja je manja od 0°C?";"Ne postoje jezgra zamrzavanja";"Ne postoje jezgra kondenzacije";"Neophodno je dosta vremena da bi se voda ohladila do temperature koja je manja 0°C";"Voda je higroskopna ( Voda upija vlagu)";"a";"Meteorologija";""
"89";"Letite iznad nivoa hladnog vazduha, a tačno iznad vas je topli front. Ukoliko pada kiša , kakvu vrstu zaleđivanja možete očekivati?";"Kišu ili proziran-gladak led";"Karburatorski led";"Hrapav-mutan led";"Inje";"a";"Meteorologija";""
"90";"Koji od ponuđenih odgovora predstavalja ispravno dešifrovan METAR izveštaj: METAR EGKL 130350Z 32005KT 0400N DZ BCFG VV002";"Osmotreni vremenski uslovi 13- tog dana tekućeg meseca u 03 50Z , pravac prizemnog vetra 320°u odnosu na pravi sever, brzina vetra 05kt, minimalna meteorološka vidljivost 400 m u pravcu severa, umerena sitna kiša, sa postojanjem maglovitih slojeva i vertikalnom vidljivošću 200ft";"Objavljeni vremenski uslovi 13- tog dana tekućeg meseca u 03 50Z, pravac prizemnog vetra 320°u odnosu na magnetni sever,brzina vetra 05kt,,minimalna meteorološka vidljivost 400 m u pravcu severa, umerena sitna kiša, sa postojanjem maglovitih slojeva i vertikalnom vidljivošću 200ft";"Validnost vremenskog izveštaja je 13 - tog dana tekućeg meseca između 0300 i 1500Z, pravac prizemnog vetra 320°u odnosu na pravi sever, brzina vetra 05kt, minimalna meteorološka vidljivost 400 m u pravcu severa, umerena sitna kiša, sa postojanjem maglovitih slojeva i vertikalnom vidljivošću 200ft";"Validnost vremenskog izveštaja je između 0300 i03 50Z pravac prizemnog vetra 320° u odnosu na pravi sever, brzina vetra 05kt, minimalna meteorološka vidljivost 400 m u pravcu severa, umerena sitna kiša, i vertikalna vidljivost 200ft";"a";"Meteorologija";""
"91";"Kada se TREND nalazi na kraju METAR izveštaja ,on zapravo predstavlja vremensku prognozu koja je validna za:";"Period nakon 2 sata od vremena osmatranja";"Period nakon 1 sata od vremena osmatranja";"Period nakon 2 sata od vremena izdavanja izveštaja";"Period nakon 1 sata od vremena izdavanja izveštaja";"a";"Meteorologija";""
"92";"Grupa vidljivosti R20/0050 u METAR izveštaju znači:";"Izmerena vidljivost, pomoću instrumenata(opreme) na PSS, duž PSS 20 iznosi 50 m";"Za PSS 20 , trenutna vidljivost je 500 m izmerena pomoću opreme (instrumenata) za merenje vidljivosti na PSS";"Objavljena vidljivost duž PSS je 50m, kao rezultat merenja vidljivosti duž PSS pomoću instrumenata /opreme za merenje vidljivosti u poslednjih 20 minuta";"Na PSS 20, trenutna vidljivost je manja od 5000m";"a";"Meteorologija";""
"93";"Kod : ""BECMG FM 1100 -RASH"" u METAR izveštaju predstavlja :";"Nastanak, od 1100 UTC,umerenih kišnih pljuskova";"Od 1100 UTC,prestanak kišnih pljuskova";"Nastanak,od 1100 UTC,pljuskovi";"Nastanak,od 1100 UTC do 0000 UTC, umerenih kišnih pljuskova";"a";"Meteorologija";""
"94";"Temperaturna grupa 28/24 u METAR izveštaju predstavlja:";"Osmotrena temperatura vazduha je 28°C , temperatura tačka rose je 24°C";"Osmotrena temperatura vazduha je 28°C u trenutku izveštavanja, ali se očekuje da temperatura vazduha bude 24°C do kraja TREND prognoze";"Temperatura mokrog termometra je 28°C i temperatura suvog termometra je 24°C.";"Osmotrena temperatura tačke rose je 28°C i osmotrena temperatura vazduha je 24°C";"a";"Meteorologija";""
"95";"U dole navedenom METAR izveštaju izostavljena je visina baze sloja oblaka. Na kojoj visini možemo očekivati bazu sloja oblaka ukoliko postoji kumulus tip oblaka 28005KT9999 SCT??? 12/05 Q1020 NOSIG";"SCT028.";"SCT042.";"SCT020.";"SCT280.";"a";"Meteorologija";""
"96";"Pod uslovom da minimalna sektorska visina nije ustanovljena, CAVKOK grupa u TAF prognozi ili METAR izveštaju znači da je:";"Vidljivost 10 km ili više, i da ne postoje oblaci ispod 5000 ft";"Vidljivost 10 km ili više, i mali broj oblaka ispod 5000 ft";"Vidljivost 10 nm ili više, bez oblaka ispod 5000 ft";"Vidljivost 10 nm ili više, bez rasprostranjenih oblaka ispod 5000 ft";"a";"Meteorologija";""
